 #  Year Month Day Hour Minute Second VelX VelY VelZ SNR1 SNR2 SNR3 
 ()    () ()  ()   ()   ()   ()  (ft/s) (ft/s) (ft/s) (dB) (dB) (dB)
 24 2018 05 23 16 12 46  1.6749 -0.4678  0.0000  27.5  25.8   0.0 
 24 2018 05 23 16 12 47  1.7379  0.4511  0.0000  27.1  24.9   0.0 
 24 2018 05 23 16 12 48  2.2871 -0.5840  0.0000  28.4  27.1   0.0 
 24 2018 05 23 16 12 49  2.0591 -0.0489  0.0000  26.7  25.8   0.0 
 24 2018 05 23 16 12 50  1.3202  0.0741  0.0000  26.7  25.8   0.0 
 24 2018 05 23 16 12 51  0.6181 -0.3251  0.0000  27.5  26.2   0.0 
 24 2018 05 23 16 12 52  1.1798  0.1132  0.0000  27.1  26.7   0.0 
 24 2018 05 23 16 12 53  2.9416 -0.1014  0.0000  26.7  25.4   0.0 
 24 2018 05 23 16 12 54  1.8425 -0.1923  0.0000  26.7  24.9   0.0 
 24 2018 05 23 16 12 55  1.2795 -0.7182  0.0000  26.2  24.9   0.0 
 24 2018 05 23 16 12 56  2.4236  0.0955  0.0000  27.9  26.7   0.0 
 24 2018 05 23 16 12 57  1.7844 -0.1191  0.0000  28.8  27.5   0.0 
 24 2018 05 23 16 12 58  1.9760 -0.1388  0.0000  27.1  26.2   0.0 
 24 2018 05 23 16 12 59  3.4452  0.3274  0.0000  27.1  25.4   0.0 
 24 2018 05 23 16 13 00  2.3501  0.2743  0.0000  26.7  26.2   0.0 
 24 2018 05 23 16 13 01  2.3468  0.1083  0.0000  27.1  27.1   0.0 
 24 2018 05 23 16 13 02  2.2867  0.0459  0.0000  29.2  27.5   0.0 
 24 2018 05 23 16 13 03  1.6742 -0.5922  0.0000  28.4  27.1   0.0 
 24 2018 05 23 16 13 04  1.9154 -0.0135  0.0000  27.1  26.7   0.0 
 24 2018 05 23 16 13 05  1.1539 -0.4783  0.0000  26.7  25.4   0.0 
 24 2018 05 23 16 13 06  1.8514  0.4715  0.0000  27.5  26.7   0.0 
 24 2018 05 23 16 13 07  2.5659  0.6188  0.0000  28.8  27.5   0.0 
 24 2018 05 23 16 13 08  1.8297 -0.1184  0.0000  26.7  26.7   0.0 
 24 2018 05 23 16 13 09  2.2021  0.2313  0.0000  27.1  25.4   0.0 
 24 2018 05 23 16 13 10  2.1821 -0.0236  0.0000  29.2  26.7   0.0 
 24 2018 05 23 16 13 11  1.3091 -0.3802  0.0000  25.4  25.4   0.0 
 24 2018 05 23 16 13 12  1.2300  0.3228  0.0000  26.7  26.2   0.0 
 24 2018 05 23 16 13 13  2.6253  0.2881  0.0000  27.1  26.2   0.0 
 24 2018 05 23 16 13 14  3.1342 -0.3737  0.0000  28.4  27.5   0.0 
 24 2018 05 23 16 13 15  2.4662  0.4465  0.0000  27.5  27.9   0.0 
 24 2018 05 23 16 13 16  1.9035 -0.2927  0.0000  25.8  25.4   0.0 
 25 2018 05 23 16 13 49  2.6864 -0.2900  0.0000  27.9  26.2   0.0 
 25 2018 05 23 16 13 50  1.4213  0.0889  0.0000  27.5  26.2   0.0 
 25 2018 05 23 16 13 51  0.5666  0.3274  0.0000  27.9  26.2   0.0 
 25 2018 05 23 16 13 52  0.8287  0.4170  0.0000  25.8  25.4   0.0 
 25 2018 05 23 16 13 53  1.3737  0.1325  0.0000  26.7  27.5   0.0 
 25 2018 05 23 16 13 54  1.5676  0.0190  0.0000  26.7  24.5   0.0 
 25 2018 05 23 16 13 55  0.9160  0.0679  0.0000  26.7  25.8   0.0 
 25 2018 05 23 16 13 56  1.6552  0.0653  0.0000  25.8  23.2   0.0 
 25 2018 05 23 16 13 57  0.8107  0.5994  0.0000  27.1  26.7   0.0 
 25 2018 05 23 16 13 58  1.4242 -0.0180  0.0000  26.7  24.1   0.0 
 25 2018 05 23 16 13 59  1.3937  0.1070  0.0000  27.1  26.7   0.0 
 25 2018 05 23 16 14 00  1.3976 -0.1280  0.0000  25.4  23.2   0.0 
 25 2018 05 23 16 14 01  0.8642 -0.0889  0.0000  24.9  24.5   0.0 
 25 2018 05 23 16 14 02  1.1260 -0.0066  0.0000  25.8  24.5   0.0 
 25 2018 05 23 16 14 03  1.0988 -0.1640  0.0000  26.2  23.6   0.0 
 25 2018 05 23 16 14 04  1.3235  0.0823  0.0000  27.9  25.4   0.0 
 25 2018 05 23 16 14 05  1.0443  0.1020  0.0000  25.4  23.6   0.0 
 25 2018 05 23 16 14 06  0.7005  0.3842  0.0000  26.2  24.9   0.0 
 25 2018 05 23 16 14 07  0.6841 -0.0531  0.0000  27.1  26.2   0.0 
 25 2018 05 23 16 14 08  1.9324 -0.0636  0.0000  25.8  25.4   0.0 
 25 2018 05 23 16 14 09  1.1358 -0.0295  0.0000  28.8  25.8   0.0 
 25 2018 05 23 16 14 10  1.0659  0.4564  0.0000  29.2  28.4   0.0 
 25 2018 05 23 16 14 11  1.5830 -0.1086  0.0000  25.8  24.9   0.0 
 25 2018 05 23 16 14 12  1.2828  0.1188  0.0000  28.8  27.5   0.0 
 25 2018 05 23 16 14 13  1.3976 -0.0207  0.0000  27.1  24.9   0.0 
 25 2018 05 23 16 14 14  0.6142  0.2644  0.0000  25.4  23.6   0.0 
 25 2018 05 23 16 14 15  1.0443 -0.3041  0.0000  27.1  25.4   0.0 
 25 2018 05 23 16 14 16  0.9170  0.2936  0.0000  27.5  26.2   0.0 
 25 2018 05 23 16 14 17  1.2260 -0.0925  0.0000  27.9  25.4   0.0 
 25 2018 05 23 16 14 18  1.5092  0.0427  0.0000  27.1  25.4   0.0 
 25 2018 05 23 16 14 19  0.7162  0.3163  0.0000  26.2  24.9   0.0 
 25 2018 05 23 16 14 20  1.1516  0.0515  0.0000  27.1  25.8   0.0 
 25 2018 05 23 16 14 21  1.3576  0.0476  0.0000  26.2  24.5   0.0 
 25 2018 05 23 16 14 22  1.6972  0.0299  0.0000  27.9  25.8   0.0 
 25 2018 05 23 16 14 23  1.3638  0.1083  0.0000  27.9  25.8   0.0 
 25 2018 05 23 16 14 24  1.0331  0.1969  0.0000  27.5  26.7   0.0 
 25 2018 05 23 16 14 25  0.9308  0.3632  0.0000  25.4  23.6   0.0 
 25 2018 05 23 16 14 26  1.6850 -0.0738  0.0000  26.2  24.1   0.0 
 25 2018 05 23 16 14 27  0.4386 -0.2789  0.0000  27.1  24.9   0.0 
 25 2018 05 23 16 14 28  1.4364 -0.1732  0.0000  25.8  23.2   0.0 
